File Name,Lines
lexer.che,892
debugger.che,495
interpreter.che,476
bytecode_generator.che,342
parser.che,311
compiler.che,254
ast.che,253
jobs.che,240
cli.che,205
ast_dumper.che,155
error_handler.che,120
type.che,69
scope.che,65
string_database.che,42
value.che,13
config.che,4
Total,3936
